Status,Condition,District,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
new,oldRenov,saburtalo,3,2,2,10,11,8,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,819
new,black,saburtalo,5,3,2,7,15,10,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,819
old,newRenov,nucubidze,3,2,1,3,9,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,819
old,newRenov,chugureti,3,0,1,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,820
new,newRenov,saburtalo,2,1,1,3,10,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,821
old,newRenov,didube,2,2,1,7,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,821
new,newRenov,nadzaladevi,3,2,1,8,10,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,822
new,newRenov,didDigomi,2,1,1,3,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,822
new,black,saburtalo,3,2,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822
new,newRenov,didDigomi,3,2,1,4,5,3,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,822
new,oldRenov,saburtalo,2,1,1,9,10,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,823
new,white,saburtalo,122,3,2,4,6,18,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,824
old,newRenov,didube,3,2,1,2,5,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,824
old,oldRenov,mtawminda,7,5,1,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,825
old,oldRenov,ortawala,3,2,2,8,8,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,825
new,oldRenov,saburtalo,3,2,2,2,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,825
new,newRenov,varketili,3,2,1,4,10,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,826
old,oldRenov,saburtalo,3,1,1,6,8,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,829
new,newRenov,muxiani,2,1,3,12,17,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,829
new,oldRenov,saburtalo,3,2,2,12,15,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,830
new,newRenov,saburtalo,3,2,1,4,10,4,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,830
old,newRenov,vera,6,0,3,1,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,830
new,newRenov,gldani,2,1,1,7,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,830
new,newRenov,didDigomi,2,1,1,7,10,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,830
old,newRenov,saburtalo,2,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831
old,newRenov,saburtalo,2,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831
old,newRenov,saburtalo,2,2,1,8,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,831
new,newRenov,ortawala,2,1,1,10,8,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,833
old,oldRenov,saburtalo,4,3,2,2,4,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,833
new,black,saburtalo,2,1,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833
old,oldRenov,saburtalo,4,3,2,2,3,3,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,833
new,newRenov,didDigomi,2,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,833
new,newRenov,didDigomi,3,1,1,9,18,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,833
new,newRenov,digmisMas,3,2,1,10,12,7,0,7,1,1,1,1,1,1,0,0,1,1,1,1,1,833
new,newRenov,didDigomi,3,2,2,8,10,2,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,835
new,newRenov,didDigomi,3,2,2,8,10,2,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,835
new,newRenov,isani,3,2,1,4,9,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,836
new,newRenov,vake,4,3,2,5,8,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,837
new,newRenov,didDigomi,2,1,1,7,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,837
new,newRenov,saburtalo,3,2,1,4,10,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,837
new,white,saburtalo,3,2,1,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,837
new,newRenov,didube,3,2,1,7,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,838
new,newRenov,didube,3,2,1,9,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,838
new,newRenov,didDigomi,2,1,1,10,11,5,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,838
old,newRenov,didube,2,2,1,7,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,838
new,newRenov,isani,3,2,1,2,8,0,0,3,1,1,0,1,1,1,0,1,1,0,0,1,1,839
new,oldRenov,saburtalo,3,2,1,2,6,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,839
new,newRenov,gldani,2,1,1,14,15,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,840
new,black,saburtalo,4,3,3,5,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,840
new,newRenov,gldani,2,1,1,8,10,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,840
new,newRenov,saburtalo,4,3,2,3,10,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,841
old,oldRenov,saburtalo,1,0,1,7,12,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,841
new,newRenov,nadzaladevi,3,2,1,6,9,5,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,841
old,newRenov,ortawala,4,3,1,7,9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,841
new,newRenov,digmisMas,4,3,1,3,12,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,842
new,newRenov,vashlidzvari,2,1,1,14,15,15,15,0,1,1,1,1,1,1,0,1,1,1,0,1,1,842
old,oldRenov,mtawminda,2,1,1,1,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,843
WIP,black,vake,2,1,1,7,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,843
old,newRenov,isani,3,2,1,8,9,5,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,844
new,newRenov,didDigomi,3,2,1,10,12,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,844
old,newRenov,isani,3,2,1,2,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,844
old,oldRenov,saburtalo,4,2,1,3,4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,845
new,newRenov,didDigomi,2,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,846
new,newRenov,vashlidzvari,2,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,846
new,white,saburtalo,4,3,2,9,9,0,30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,846
new,newRenov,didube,4,2,1,9,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,846
old,newRenov,saburtalo,1,1,1,2,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,847
new,newRenov,saburtalo,3,2,1,8,14,3,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,847
new,newRenov,vake,2,1,1,2,15,8,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,848
old,newRenov,digmisMas,2,1,1,7,8,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,849
old,oldRenov,saburtalo,5,3,2,6,9,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,849
new,black,saburtalo,3,2,1,11,14,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,849
new,newRenov,vazisubani,2,1,1,7,10,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,849
old,newRenov,saburtalo,2,1,1,3,5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,850
new,white,saburtalo,3,2,1,9,14,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,850
new,newRenov,saburtalo,3,0,1,6,8,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,850
new,black,vake,3,2,1,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850
new,white,vake,3,2,1,7,12,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,850
old,oldRenov,saburtalo,3,2,1,13,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,850
new,newRenov,didDigomi,2,1,1,7,10,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,850
new,white,vake,2,1,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850
old,oldRenov,didube,3,1,1,5,6,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,850
new,newRenov,didDigomi,4,2,1,4,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,850
new,white,vake,4,2,3,8,12,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,850
new,black,saburtalo,4,3,2,4,12,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,850
new,white,saburtalo,3,2,1,6,13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,851
new,newRenov,varketili,4,3,1,7,9,12,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,851
old,oldRenov,saburtalo,4,3,3,2,9,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,851
new,newRenov,saburtalo,2,1,1,2,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,851
new,newRenov,didDigomi,2,1,1,2,9,4,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,851
new,newRenov,saburtalo,4,2,1,11,17,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,851
new,newRenov,nadzaladevi,3,2,1,1,3,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,852
new,newRenov,digmisMas,2,1,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,852
old,oldRenov,vera,1,1,1,3,3,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,853
old,newRenov,saburtalo,2,1,2,5,5,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,853
old,oldRenov,saburtalo,3,2,1,14,16,0,0,4,1,1,1,1,1,1,0,1,1,1,0,1,0,855
old,oldRenov,saburtalo,3,2,2,8,8,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,855
old,oldRenov,vake,6,3,3,6,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,856
old,newRenov,sololaki,4,3,1,1,2,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,857
old,oldRenov,chugureti,2,1,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,857
old,oldRenov,vake,5,3,2,4,8,2,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,857
old,newRenov,saburtalo,1,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857
old,newRenov,ortawala,1,1,1,1,4,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,857
WIP,white,saburtalo,2,1,1,1,20,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,859
new,newRenov,vake,2,1,1,2,12,7,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,859
new,oldRenov,saburtalo,5,3,2,13,14,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,859
new,newRenov,didDigomi,2,1,1,5,6,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,860
new,newRenov,varketili,2,1,2,3,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,860
old,oldRenov,saburtalo,2,1,1,5,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,860
old,oldRenov,chugureti,2,1,1,2,3,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,860
old,oldRenov,saburtalo,2,1,1,5,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,860
old,oldRenov,vake,4,2,1,2,5,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,861
new,newRenov,didube,3,2,1,12,12,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,862
new,newRenov,didube,2,1,1,3,14,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,862
old,newRenov,saburtalo,3,2,1,16,16,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,862
old,oldRenov,saburtalo,1,1,2,3,8,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,863
new,newRenov,vera,3,2,1,9,9,6,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,864
old,oldRenov,vake,3,2,1,2,13,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,864
new,newRenov,vashlidzvari,2,1,1,6,13,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,864
new,newRenov,didube,2,1,1,4,10,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,865
new,newRenov,vera,3,2,1,9,9,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,865
new,newRenov,didube,2,1,1,4,10,4,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,865
new,newRenov,gldani,2,1,1,2,14,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,865
new,newRenov,varketili,2,1,1,1,8,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,865
old,newRenov,digmisMas,1,0,1,1,8,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,865
new,newRenov,didDigomi,3,2,1,6,13,3,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,866
old,newRenov,didube,2,1,1,2,2,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,867
new,newRenov,ortawala,3,2,1,4,20,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,867
old,oldRenov,saburtalo,4,1,2,4,4,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,867
new,newRenov,saburtalo,6,4,1,9,9,10,35,0,1,1,0,1,1,1,0,0,1,0,0,0,1,867
new,newRenov,nadzaladevi,3,2,1,7,10,60,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,867
new,newRenov,ortawala,3,2,1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867
old,newRenov,saburtalo,5,3,1,7,8,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,867
old,oldRenov,saburtalo,3,2,1,14,16,0,0,4,1,1,1,1,1,1,0,1,1,0,1,1,1,868
new,newRenov,didDigomi,3,2,2,12,13,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,868
new,newRenov,varketili,1,0,1,7,10,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,868
old,oldRenov,isani,1,1,1,5,9,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,868
new,newRenov,saburtalo,3,2,1,3,8,18,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,869
old,oldRenov,didube,2,2,1,7,8,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,869
old,oldRenov,vake,4,3,1,3,6,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,871
old,newRenov,vake,2,1,1,0,12,9,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,871
new,newRenov,nucubidze,2,1,1,4,7,3,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,872
new,newRenov,nadzaladevi,2,0,1,4,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,872
old,newRenov,saburtalo,5,2,1,9,9,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,873
new,white,vake,2,1,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873
new,oldRenov,saburtalo,2,1,3,14,14,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,874
new,newRenov,saburtalo,3,2,1,13,15,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,875
new,newRenov,saburtalo,3,2,1,13,15,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,875
new,oldRenov,saburtalo,3,2,2,5,7,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,875
old,oldRenov,vake,4,2,2,7,7,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,875
new,newRenov,sandzona,2,1,1,8,16,5,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,875
new,newRenov,didDigomi,3,1,1,3,11,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,875
old,newRenov,vake,4,3,2,2,5,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,875
old,newRenov,vera,4,2,1,1,4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,875
old,newRenov,didube,2,1,1,3,6,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,875
old,oldRenov,saburtalo,5,4,2,9,9,9,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,876
old,newRenov,vaja,3,2,1,2,4,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,877
new,newRenov,saburtalo,5,3,2,7,8,5,6,0,1,1,1,1,1,1,0,0,1,0,0,0,1,878
new,newRenov,saburtalo,3,2,1,8,10,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,880
new,newRenov,saburtalo,2,1,1,2,3,5,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,880
new,white,saburtalo,3,2,2,3,5,9,14,0,1,1,1,1,1,1,0,0,1,1,1,0,0,880
old,oldRenov,vake,4,0,1,2,10,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,880
new,newRenov,saburtalo,3,2,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880
old,oldRenov,chugureti,4,2,1,1,2,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,880
old,oldRenov,chugureti,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
old,newRenov,digmisMas,3,2,2,13,14,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,881
new,newRenov,isani,3,2,1,1,10,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,882
new,newRenov,digmisMas,3,2,1,8,8,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,882
new,newRenov,saburtalo,4,2,1,14,14,0,22,0,1,1,1,1,1,1,1,1,1,0,0,1,1,882
new,newRenov,saburtalo,2,1,2,3,5,5,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,883
new,newRenov,saburtalo,2,1,2,3,5,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,883
new,newRenov,samgori,2,1,1,7,10,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,885
new,newRenov,vake,3,2,2,3,8,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,889
new,oldRenov,vera,4,3,2,3,9,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,889
new,white,saburtalo,2,2,1,9,8,6,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,889
new,newRenov,vashlidzvari,3,2,1,2,9,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,890
new,newRenov,saburtalo,2,1,2,3,5,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,890
new,newRenov,digmisMas,2,1,1,12,14,8,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,891
new,newRenov,digmisMas,4,3,2,6,15,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,893
new,newRenov,gldani,2,1,1,15,19,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,893
new,newRenov,gldani,2,1,1,6,9,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,893
new,newRenov,didube,4,3,2,7,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,893
new,newRenov,saburtalo,4,3,2,11,15,6,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,893
new,newRenov,saburtalo,3,2,1,9,10,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,893
new,newRenov,saburtalo,4,3,2,2,10,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,893
old,oldRenov,saburtalo,4,3,2,4,9,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,893
new,oldRenov,saburtalo,2,1,1,14,14,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,894
old,white,saburtalo,6,5,2,1,5,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,895
new,white,vake,5,3,3,4,12,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,895
new,white,saburtalo,3,0,1,3,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,896
new,newRenov,vake,3,2,2,4,8,5,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,896
new,newRenov,didube,3,2,2,9,11,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,896
new,newRenov,gldani,3,2,1,7,12,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,897
new,newRenov,gldani,2,1,1,7,10,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,897
new,newRenov,isani,5,3,2,2,9,10,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,897
old,newRenov,chugureti,3,2,1,2,3,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,897
new,newRenov,saburtalo,3,2,1,3,8,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,898
new,newRenov,didube,3,2,1,4,10,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,898
old,newRenov,saburtalo,3,2,1,4,6,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,900
new,newRenov,digmisMas,2,1,1,3,15,6,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,900
old,newRenov,isani,4,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900
new,newRenov,digmisMas,3,2,1,9,17,8,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,900
new,white,saburtalo,3,2,1,5,18,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,900
new,white,vake,1,1,1,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900
new,newRenov,vashlidzvari,2,1,1,3,11,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,900
new,newRenov,gldani,3,2,1,15,15,4,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,900
new,newRenov,varketili,2,1,1,7,9,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,900
new,newRenov,saburtalo,4,3,2,3,10,10,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,900
new,newRenov,saburtalo,3,2,2,9,9,5,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,900
old,newRenov,digmisMas,2,1,1,2,8,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,900
new,newRenov,saburtalo,3,2,1,8,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,900
new,newRenov,didube,2,1,1,3,15,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,900
new,newRenov,saburtalo,5,3,1,4,11,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,900
new,newRenov,vake,4,3,1,4,12,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,900
new,newRenov,saburtalo,3,1,2,7,8,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,900
new,newRenov,didube,3,2,1,4,12,6,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,900
new,newRenov,didube,2,1,1,3,15,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,900
new,newRenov,didube,2,1,1,3,15,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,900
new,black,saburtalo,2,1,1,5,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,900
old,oldRenov,vake,5,3,2,4,8,2,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,901
old,newRenov,vake,3,2,1,7,8,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,902
new,white,saburtalo,3,2,1,8,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,903
old,newRenov,saburtalo,2,1,1,14,16,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,903
WIP,white,saburtalo,4,3,3,8,18,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,903
old,newRenov,saburtalo,2,1,2,14,16,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,903
new,newRenov,saburtalo,2,1,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905
new,newRenov,vazisubani,2,1,1,6,9,4,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,905
old,oldRenov,didDigomi,5,4,2,9,9,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,905
new,white,vake,2,1,1,7,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,906
new,white,saburtalo,4,3,3,18,20,5,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,906
new,newRenov,varketili,1,1,1,3,6,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,906
new,newRenov,saburtalo,3,2,2,11,12,6,19,0,1,0,1,1,1,1,0,1,1,1,0,1,1,906
old,newRenov,vaja,2,1,1,7,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,908
new,newRenov,didDigomi,2,1,1,3,9,6,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,908
new,newRenov,saburtalo,3,2,1,9,12,4,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,908
new,newRenov,didube,2,1,1,13,14,8,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,908
new,newRenov,isani,2,1,2,11,12,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,909
old,newRenov,nucubidze,3,2,1,14,16,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,909
old,oldRenov,vake,4,3,2,6,7,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,909
old,oldRenov,vake,1,1,1,9,14,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,909
old,oldRenov,vake,4,3,1,6,7,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,909
new,newRenov,saburtalo,4,3,2,10,16,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,909
new,white,saburtalo,4,3,2,4,7,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,913
new,white,saburtalo,4,3,2,2,7,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,913
old,oldRenov,saburtalo,3,2,1,2,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,913
new,newRenov,didube,2,1,1,9,12,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,915
new,newRenov,nadzaladevi,2,0,1,4,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,915
new,newRenov,didube,3,2,1,4,10,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,915
