Status,Condition,Rooms,Bedrooms,Bathrooms,Floor,Floors,Balcony,Veranda,Loggia,Heating,Parking,Storeroom,Hot,Gas,Internet,Fireplace,Furniture,Passenger,Service,Telephone,Television,Conditioner,PerSq
new,newRenov,3,2,2,3,12,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1259
new,newRenov,3,2,2,1,7,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,977
new,white,3,0,2,10,13,5,0,30,0,1,1,0,1,0,0,0,1,0,0,0,0,704
new,newRenov,3,2,2,3,10,10,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,784
new,oldRenov,3,2,1,3,8,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1049
new,newRenov,3,2,1,7,15,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1100
new,newRenov,3,2,2,8,12,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1149
new,newRenov,3,2,2,11,14,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1385
new,newRenov,3,2,2,5,14,15,15,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1100
new,white,3,2,2,11,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1100
new,newRenov,3,2,1,8,14,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1203
new,newRenov,3,2,2,7,14,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1173
new,white,3,2,2,3,5,9,14,0,1,1,1,1,1,1,0,0,1,1,1,0,0,880
new,newRenov,3,2,2,12,12,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1200
new,newRenov,3,2,3,11,12,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1360
new,newRenov,3,2,2,3,8,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1016
new,black,3,3,2,7,11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,470
new,newRenov,3,2,2,5,10,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,778
new,newRenov,3,2,1,2,10,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,958
new,newRenov,3,2,1,3,8,18,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,869
new,newRenov,3,2,1,3,8,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,898
new,newRenov,3,2,1,2,10,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,932
new,white,3,2,2,9,10,17,10,0,0,0,1,0,1,1,0,0,1,0,1,0,0,950
new,oldRenov,3,2,2,10,11,8,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,819
new,oldRenov,3,2,2,2,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,825
new,newRenov,3,2,1,3,16,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1018
new,oldRenov,3,2,2,5,7,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,875
new,white,3,2,1,5,18,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,900
new,newRenov,3,2,2,2,12,110,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1182
new,newRenov,3,2,1,8,9,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1200
new,newRenov,3,2,2,9,10,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,934
new,newRenov,3,2,3,11,16,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1037
new,white,3,2,1,17,23,2,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1296
new,white,3,2,1,17,23,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1296
new,white,3,2,1,17,21,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1296
new,newRenov,3,1,2,7,8,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,900
new,newRenov,3,2,1,2,11,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,660
new,newRenov,3,2,1,15,16,15,15,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1104
new,newRenov,3,2,1,12,15,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1000
new,newRenov,3,2,1,8,12,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1048
new,newRenov,3,2,1,2,6,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1095
new,newRenov,3,2,1,9,10,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1191
new,black,3,2,2,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
new,newRenov,3,2,2,1,13,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,631
new,newRenov,3,2,1,3,8,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,951
new,newRenov,3,2,2,16,23,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1250
new,newRenov,3,2,1,5,8,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1176
new,newRenov,3,2,2,17,21,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1282
new,newRenov,3,2,1,16,12,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,999
new,newRenov,3,2,1,4,10,4,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,830
new,newRenov,3,2,1,4,10,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,837
new,newRenov,3,0,1,6,8,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,850
new,newRenov,3,2,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880
new,newRenov,3,2,1,8,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,900
new,newRenov,3,2,1,2,5,7,14,0,1,1,0,1,1,1,0,0,1,0,0,1,0,949
new,newRenov,3,0,2,10,13,7,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1000
new,newRenov,3,2,1,7,14,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1000
new,newRenov,3,2,2,5,11,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1000
new,newRenov,3,2,1,2,6,14,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1046
new,newRenov,3,2,1,3,9,6,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1050
new,newRenov,3,2,1,5,10,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1074
new,newRenov,3,2,2,2,6,10,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1100
new,newRenov,3,2,2,6,10,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1150
new,newRenov,3,2,1,3,5,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1150
new,newRenov,3,2,1,4,10,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1250
new,newRenov,3,2,1,13,23,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1500
new,white,3,2,1,7,23,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1121
new,white,3,0,2,2,7,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1200
new,newRenov,3,2,1,12,22,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1327
new,white,3,2,1,9,9,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,802
new,oldRenov,3,2,1,2,6,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,839
new,newRenov,3,2,1,4,12,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,927
new,newRenov,3,2,1,8,10,9,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,938
new,white,3,2,1,12,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,950
new,white,3,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653
new,white,3,1,2,2,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,737
new,black,3,2,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822
new,newRenov,3,2,2,5,13,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1147
new,newRenov,3,2,2,14,23,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1320
new,white,3,2,1,4,11,9,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,750
new,white,3,2,1,5,11,9,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,750
new,white,3,2,1,5,12,12,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,772
new,white,3,2,1,14,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,950
new,newRenov,3,2,1,5,5,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,978
new,newRenov,3,2,1,15,16,17,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,984
new,newRenov,3,2,1,15,16,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,991
new,white,3,2,1,4,13,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,760
new,white,3,0,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
new,newRenov,3,2,1,1,14,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1165
new,newRenov,3,2,1,8,14,3,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,847
new,newRenov,3,2,2,9,9,5,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,900
new,newRenov,3,1,2,5,11,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,989
new,newRenov,3,2,1,13,14,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1117
new,newRenov,3,2,2,13,14,4,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1117
new,white,3,2,1,9,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
new,white,3,2,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700
new,newRenov,3,2,1,1,5,8,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,782
new,newRenov,3,2,1,2,15,12,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,920
new,newRenov,3,2,1,10,23,12,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1439
new,white,3,2,1,9,14,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,850
new,newRenov,3,1,1,3,10,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,929
new,newRenov,3,2,1,3,9,5,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1000
new,white,3,2,1,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
new,white,3,2,1,16,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1019
new,white,3,2,1,18,22,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1029
new,newRenov,3,2,2,9,12,17,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1118
new,newRenov,3,2,1,13,17,7,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1200
new,newRenov,3,2,1,7,11,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1351
new,newRenov,3,2,2,2,6,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1353
new,black,3,2,1,2,4,12,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,774
new,newRenov,3,2,1,9,10,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,893
new,newRenov,3,2,1,8,10,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,880
new,newRenov,3,2,1,3,6,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,986
new,newRenov,3,2,2,12,18,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1024
new,newRenov,3,2,1,8,23,8,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1463
new,newRenov,3,2,2,14,15,4,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1222
new,newRenov,3,2,2,5,10,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,938
new,newRenov,3,1,2,4,10,6,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,961
new,white,3,2,1,10,17,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1000
new,newRenov,3,2,1,3,17,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1070
new,newRenov,3,2,1,3,6,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1225
new,newRenov,3,2,1,3,6,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1225
new,newRenov,3,0,1,2,14,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1250
new,newRenov,3,2,1,9,14,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1288
new,newRenov,3,1,1,10,15,7,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1076
new,white,3,1,1,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,667
new,newRenov,3,2,1,2,8,5,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1039
new,newRenov,3,2,1,5,6,7,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,773
new,white,3,2,2,6,7,7,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,996
new,newRenov,3,2,1,3,16,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1021
new,newRenov,3,2,2,4,8,3,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1047
new,newRenov,3,2,1,4,8,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1047
new,newRenov,3,2,1,11,22,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1080
new,newRenov,3,2,1,1,12,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1187
new,black,3,2,1,11,14,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,849
new,newRenov,3,2,1,3,12,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1459
new,newRenov,3,2,1,13,23,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1500
new,white,3,2,1,6,13,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,851
new,newRenov,3,2,1,5,9,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1027
new,newRenov,3,2,1,13,15,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,875
new,newRenov,3,2,1,13,15,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,875
new,newRenov,3,2,2,17,19,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,972
new,newRenov,3,2,1,17,19,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,986
new,newRenov,3,2,1,13,15,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1111
new,white,3,2,1,5,22,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1667
new,white,3,2,1,3,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,811
new,white,3,2,1,7,10,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,817
new,white,3,1,1,5,12,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,817
new,white,3,2,1,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,837
new,newRenov,3,2,1,9,12,4,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,908
new,newRenov,3,2,1,11,16,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,965
new,newRenov,3,2,1,2,5,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,814
new,newRenov,3,2,1,8,14,6,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1084
new,newRenov,3,2,1,5,8,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,942
new,white,3,1,1,10,10,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,640
new,newRenov,3,2,1,2,10,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,949
new,white,3,0,1,3,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,896
new,newRenov,3,2,1,3,8,7,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1030
new,newRenov,3,2,1,3,8,4,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1037
new,newRenov,3,2,1,5,18,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1149
new,newRenov,3,2,1,9,14,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1092
new,newRenov,3,2,1,9,13,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1100
new,newRenov,3,2,1,10,14,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1231
new,black,3,2,1,14,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,695
new,white,3,2,1,6,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1131
new,newRenov,3,2,1,11,16,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1305
new,white,3,2,1,8,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,903
new,white,3,2,1,4,13,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,750
new,newRenov,3,2,1,3,7,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1142
new,newRenov,3,1,1,3,6,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1417
new,white,3,2,1,7,9,6,0,7,1,1,0,1,1,1,0,0,1,0,1,1,1,930
new,white,3,2,1,12,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,709
new,white,3,2,1,2,13,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,818
new,newRenov,3,2,1,7,11,3,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,964
new,newRenov,3,2,1,7,11,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,998
new,white,3,2,1,7,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,936
new,newRenov,3,2,1,9,9,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,923
new,newRenov,3,2,1,15,21,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1322
new,black,2,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1200
new,newRenov,2,1,1,3,9,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1000
new,newRenov,2,1,1,4,8,8,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1301
new,newRenov,2,1,1,4,7,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1325
new,newRenov,2,1,1,3,10,0,20,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1235
new,black,2,1,1,5,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,900
new,newRenov,2,1,1,1,6,10,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1188
new,black,2,2,3,13,20,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1875
new,white,2,1,2,9,10,6,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,950
new,newRenov,2,1,1,12,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,921
new,newRenov,2,1,1,3,21,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1040
new,newRenov,2,1,1,9,15,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1551
new,newRenov,2,1,1,7,23,5,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1500
new,white,2,2,1,9,23,3,0,23,0,0,0,0,1,0,0,0,1,0,0,0,0,950
new,newRenov,2,1,1,10,10,6,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1127
new,newRenov,2,1,1,6,7,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1549
new,newRenov,2,1,1,6,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1549
new,newRenov,2,1,1,5,23,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1233
new,newRenov,2,1,1,4,12,10,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1500
new,newRenov,2,1,1,3,16,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1377
new,newRenov,2,1,1,3,16,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1377
new,newRenov,2,1,1,3,10,3,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1441
new,newRenov,2,1,1,14,14,6,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1206
new,newRenov,2,1,1,18,24,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1250
new,newRenov,2,1,1,4,14,6,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1239
new,newRenov,2,1,2,5,15,5,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1269
new,newRenov,2,1,1,18,22,0,12,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1616
new,newRenov,2,1,1,20,23,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1600
new,black,2,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575
new,newRenov,2,1,1,12,13,3,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,925
new,oldRenov,2,1,1,7,12,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,985
new,newRenov,2,1,1,12,17,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1154
new,newRenov,2,1,1,2,22,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1708
new,newRenov,2,1,1,8,18,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1125
new,newRenov,2,1,1,9,9,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1156
new,newRenov,2,1,1,3,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1188
new,newRenov,2,1,1,9,9,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1203
new,white,2,1,1,11,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1300
new,white,2,2,1,9,8,6,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,889
new,newRenov,2,1,2,11,11,0,8,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1032
new,white,2,1,1,9,10,2,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1090
new,newRenov,2,1,1,13,15,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1127
new,white,2,1,1,3,9,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,806
new,oldRenov,2,1,1,5,13,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1048
new,newRenov,2,1,1,6,10,5,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1242
new,newRenov,2,1,1,12,22,7,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1387
new,newRenov,2,1,1,2,22,0,12,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1573
new,white,2,1,1,1,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,603
new,newRenov,2,1,1,6,15,3,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1098
new,white,2,1,1,5,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1148
new,white,2,1,1,8,21,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1195
new,newRenov,2,1,2,6,6,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,750
new,newRenov,2,1,1,2,6,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,817
new,newRenov,2,1,2,3,5,5,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,883
new,newRenov,2,1,2,3,5,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,883
new,newRenov,2,1,2,3,5,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,890
new,newRenov,2,1,2,16,24,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1050
new,newRenov,2,1,1,10,10,6,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1167
new,newRenov,2,1,1,4,10,10,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1317
new,newRenov,2,1,1,15,17,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1583
new,newRenov,2,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932
new,newRenov,2,1,1,12,14,9,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1356
new,newRenov,2,1,1,10,17,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1086
new,newRenov,2,1,1,4,18,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1391
new,newRenov,2,1,1,4,14,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1088
new,newRenov,2,1,1,6,17,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1228
new,newRenov,2,1,1,11,22,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1351
new,newRenov,2,1,1,3,10,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,821
new,white,2,1,1,11,14,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1063
new,white,2,50,1,9,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,700
new,newRenov,2,1,1,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905
new,white,2,1,1,6,15,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,916
new,newRenov,2,1,1,6,11,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1018
new,newRenov,2,1,1,11,18,5,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1309
new,newRenov,2,1,1,13,15,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1364
new,black,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,704
new,black,2,1,1,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,722
new,newRenov,2,1,1,5,10,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,981
new,newRenov,2,1,2,2,9,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1239
new,newRenov,2,1,2,2,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,925
new,newRenov,2,1,1,18,18,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1113
new,newRenov,2,1,1,15,18,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1123
new,newRenov,2,1,1,19,24,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,962
new,newRenov,2,1,1,2,8,4,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,981
new,newRenov,2,1,1,7,14,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1019
new,newRenov,2,1,1,6,13,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1146
new,newRenov,2,1,1,11,18,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1212
new,black,2,1,1,6,11,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,529
new,newRenov,2,1,1,1,10,4,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1086
new,newRenov,2,1,1,12,14,6,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1235
new,newRenov,2,1,1,2,3,5,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,880
new,newRenov,2,1,1,3,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1000
new,newRenov,2,1,1,5,9,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1008
new,newRenov,2,1,1,7,8,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1060
new,newRenov,2,1,1,2,4,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1100
